ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_888,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,michotii
ASV_889,Fungi,Streptophyta,Magnoliopsida,Poales,Poaceae,Paspalum,Paspalum_dilatatum
ASV_890,Fungi,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia,Lobularia_maritima
ASV_891,Fungi,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus_bulbosus
ASV_892,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum_layuense
ASV_893,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum_gracile
ASV_894,Fungi,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa_agrestis
ASV_895,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,Bellis_perennis
ASV_896,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella_flagellaris
ASV_897,Fungi,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus_nitida
ASV_898,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia_bruneiensis
ASV_899,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,Bellis_perennis
ASV_900,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeriaceae_gen_Incertae_sedis,NA
ASV_901,Fungi,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Pseudopanax,Pseudopanax_ferox
ASV_902,Fungi,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Schefflera,Schefflera_digitata
ASV_903,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea_millefolium
ASV_904,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514290
ASV_905,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514290
ASV_906,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_macrocystopsis
ASV_907,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica_topiaria
ASV_908,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis_capillaris
ASV_909,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_celtidis
ASV_910,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Calophoma,NA
ASV_911,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum_sp._CF-2016
ASV_912,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,NA
ASV_913,Fungi,Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,NA,NA
ASV_914,Fungi,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus_carota
ASV_915,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia_kudriavzevii
ASV_916,Fungi,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,Desmodesmus_komarekii
ASV_917,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_ruberrimus
ASV_918,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Monosporozyma,Monosporozyma_servazzii
ASV_919,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum_officinale
ASV_920,Fungi,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Aciphylla,Aciphylla_glacialis
ASV_921,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,NA
ASV_922,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica_trifida
ASV_923,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Zinnia,Zinnia_elegans
ASV_924,Fungi,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Coriandrum,Coriandrum_sativum
ASV_925,Fungi,NA,NA,NA,NA,NA,NA
ASV_926,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Calophoma,NA
ASV_927,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Acrospermum,NA
ASV_928,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Acrospermum,NA
ASV_929,Fungi,NA,NA,NA,NA,NA,NA
ASV_930,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_inaequalis
ASV_931,Fungi,Streptophyta,Magnoliopsida,Poales,Poaceae,Poa,Poa_annua
ASV_932,Fungi,Streptophyta,Magnoliopsida,Fagales,Fagaceae,NA,Quercus_environmental_sample
ASV_933,Fungi,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera_hibernica
ASV_934,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_variabilis
ASV_935,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_oregonensis
ASV_936,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,Bellis_perennis
ASV_937,Fungi,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa_agrestis
ASV_938,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,Bellis_perennis
ASV_939,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea_setacea
ASV_940,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum_officinale
ASV_941,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_sp.
ASV_942,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_orientale
ASV_943,Fungi,Streptophyta,Magnoliopsida,Lamiales,Pedaliaceae,Sesamum,Sesamum_indicum
ASV_944,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,Bellis_perennis
ASV_945,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,uncultured_Pezizaceae
ASV_946,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,Didymocyrtis_septata
ASV_947,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces_chartarum
ASV_948,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_inflata
ASV_949,Fungi,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Schefflera,Schefflera_digitata
ASV_950,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_oregonensis
ASV_951,Fungi,NA,NA,NA,NA,NA,NA
ASV_952,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea_millefolium
ASV_953,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_sp.
ASV_954,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremaceae,Papiliotrema,Papiliotrema_nemorosa
ASV_955,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_graminis
ASV_956,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Arxiozyma,Arxiozyma_pintolopesii
ASV_957,Fungi,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Oenanthe,Oenanthe_fistulosa
ASV_958,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago_lanceolata
ASV_959,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_inflata
ASV_960,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514290
ASV_961,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_orientale
ASV_962,Fungi,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria_media
ASV_963,Fungi,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Lophomyrtus,Lophomyrtus_bullata_x_Lophomyrtus_orbcordata
ASV_964,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_inositophila
ASV_965,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,Maudiozyma_humilis
ASV_966,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia_kudriavzevii
ASV_967,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces_rosae
ASV_968,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,Exserohilum_turcicum
ASV_969,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
ASV_970,Fungi,Streptophyta,Magnoliopsida,Poales,Poaceae,Danthonia,Danthonia_decumbens
ASV_971,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_longipes
ASV_972,Fungi,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus_nicholii
ASV_973,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,Claviceps_macroura
ASV_974,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_sp._NN-2-O
ASV_975,Fungi,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum,Leptospermum_scoparium
ASV_976,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_nakasei
ASV_977,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,Didymocyrtis_pini
ASV_978,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514290
ASV_979,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_microspora
ASV_980,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora_silvae
ASV_981,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium_herbarum
ASV_982,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_oregonensis
ASV_983,Fungi,NA,NA,NA,NA,NA,NA
ASV_984,Fungi,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum,Leptospermum_scoparium
ASV_985,Fungi,Streptophyta,NA,NA,NA,NA,embryophyte_environmental_sample
ASV_986,Fungi,Chlorophyta,Trebouxiophyceae,Chlorellales,NA,NA,uncultured_Chloroidium
ASV_987,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA
ASV_988,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica_brachysiphon
ASV_989,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_orientale
ASV_990,Fungi,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium_repens
ASV_991,Fungi,NA,NA,NA,NA,NA,NA
ASV_992,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_inflata
ASV_993,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon_saxatilis
ASV_994,Fungi,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum,Leptospermum_scoparium
ASV_995,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Calophoma,NA
ASV_996,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_ruberrimus
ASV_997,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_sp.
ASV_998,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_flava
ASV_999,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea_millefolium
ASV_1000,Fungi,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrella,Coelastrella_rubescens
ASV_1001,Fungi,Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,NA,NA
ASV_1002,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514290
ASV_1003,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_inflata
ASV_1004,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
ASV_1005,Fungi,NA,NA,NA,NA,NA,NA
ASV_1006,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_alternata
ASV_1007,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia_kudriavzevii
ASV_1008,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia_sporocuriosa
ASV_1009,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
ASV_1010,Fungi,NA,NA,NA,NA,NA,NA
ASV_1011,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremaceae,Papiliotrema,Papiliotrema_nemorosa
ASV_1012,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremaceae,Papiliotrema,Papiliotrema_flavescens
ASV_1013,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_ramosissimus
ASV_1014,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium_pullulans
ASV_1015,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago_lanceolata
ASV_1016,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum_sp._CF-2016
ASV_1017,Fungi,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus_saligna
ASV_1018,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Dendryphion,Dendryphion_fluminicola
ASV_1019,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,NA,NA
ASV_1020,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,NA
ASV_1021,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514275
ASV_1022,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_imperatae
ASV_1023,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia_coronati-agrostidis
ASV_1024,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_sp._LV-2018
ASV_1025,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_culmorum
ASV_1026,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514275
ASV_1027,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum_nigrum
ASV_1028,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,Neocucurbitaria_populi
ASV_1029,Fungi,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus_pedunculatus
ASV_1030,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,Didymocyrtis_pini
ASV_1031,Fungi,Basidiomycota,Cystobasidiomycetes,NA,Symmetrosporaceae,Symmetrospora,Symmetrospora_oryzicola
ASV_1032,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago_lanceolata
ASV_1033,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium_trifolii
ASV_1034,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,NA,Hypochaeris_environmental_sample
ASV_1035,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica_pinguifolia
ASV_1036,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraploa,Tetraploa_yunnanensis
ASV_1037,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea_millefolium
ASV_1038,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica_topiaria
ASV_1039,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_circinelloides
ASV_1040,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris_microlaenae
ASV_1041,Fungi,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis_corniculata
ASV_1042,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_rishikesha
ASV_1043,Fungi,Chlorophyta,Trebouxiophyceae,NA,NA,NA,uncultured_Chlorellales
ASV_1044,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_coatesiae
ASV_1045,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_glutinis
ASV_1046,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremaceae,Papiliotrema,Papiliotrema_horticola
ASV_1047,Fungi,Streptophyta,Magnoliopsida,Poales,Poaceae,Lolium,Lolium_saxatile
ASV_1048,Fungi,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Schefflera,Schefflera_digitata
ASV_1049,Fungi,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Pseudopanax,Pseudopanax_ferox
ASV_1050,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris_cynodontis
ASV_1051,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora_erythrospila
ASV_1052,Fungi,NA,NA,NA,NA,NA,NA
ASV_1053,Fungi,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera_helix
ASV_1054,Fungi,NA,NA,NA,NA,NA,NA
ASV_1055,Fungi,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,Myosotis_laxa
ASV_1056,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica_topiaria
ASV_1057,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,Pseudocoleophoma_yunnanensis
ASV_1058,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_glutinis
ASV_1059,Fungi,Ascomycota,Dothideomycetes,Microthyriales,NA,Pseudosoloacrosporiella,Pseudosoloacrosporiella_cryptomeriae
ASV_1060,Fungi,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus_robusta
ASV_1061,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraophiobolus,Paraophiobolus_torilicola
ASV_1062,Fungi,Streptophyta,Magnoliopsida,Poales,Poaceae,Agrostis,Agrostis_castellana
ASV_1063,Fungi,NA,NA,NA,NA,NA,NA
ASV_1064,Fungi,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus_carota
ASV_1065,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_foliicola
ASV_1066,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Argyranthemum,Argyranthemum_frutescens
ASV_1067,Fungi,NA,NA,NA,NA,NA,NA
ASV_1068,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium_yunnanense
ASV_1069,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,Claviceps_macroura
ASV_1070,Fungi,Basidiomycota,Cystobasidiomycetes,Buckleyzymales,Buckleyzymaceae,Buckleyzyma,Buckleyzyma_armeniaca
ASV_1071,Fungi,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica_pinguifolia
ASV_1072,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Calophoma,NA
ASV_1073,Fungi,NA,NA,NA,NA,NA,NA
ASV_1074,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum_officinale
ASV_1075,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina_americana
ASV_1076,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514290
ASV_1077,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella_officinarum
ASV_1078,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_orientale
ASV_1079,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_orientale
ASV_1080,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_sp._OD-1-1-K
ASV_1081,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_inflata
ASV_1082,Fungi,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Schefflera,Schefflera_digitata
ASV_1083,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Helminthosporium,Helminthosporium_asterinum
ASV_1084,Fungi,NA,NA,NA,NA,NA,NA
ASV_1085,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma_buxi
ASV_1086,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Euryops,Euryops_brownei
ASV_1087,Fungi,Streptophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,Cortaderia_selloana
ASV_1088,Fungi,Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,NA,NA
ASV_1089,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,uncultured_Pezizaceae
ASV_1090,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Gonatophragmium,Gonatophragmium_epilobii
ASV_1091,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Euryops,Euryops_brownei
ASV_1092,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron_sp._MIB:SASS:0442
ASV_1093,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,Bellis_perennis
ASV_1094,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,NA
ASV_1095,Fungi,NA,NA,NA,NA,NA,NA
ASV_1096,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon_saxatilis
ASV_1097,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Argyranthemum,Argyranthemum_frutescens
ASV_1098,Fungi,Streptophyta,Magnoliopsida,Poales,Poaceae,Festuca,Festuca_actae
ASV_1099,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Chloroidium,Chloroidium_sp._NN-2-O
ASV_1100,Fungi,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus_radiata
ASV_1101,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum_nigrum
ASV_1102,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium_herbarum
ASV_1103,Fungi,Streptophyta,Magnoliopsida,Poales,Poaceae,Digitaria,Digitaria_sanguinalis
ASV_1104,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,Kondoa_gutianensis
ASV_1105,Fungi,Chlorophyta,Trebouxiophyceae,Watanabeales,NA,Jaagichlorella,Jaagichlorella_roystonensis
ASV_1106,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Phycomycetaceae,Phycomyces,Phycomyces_nitens
ASV_1107,Fungi,Basidiomycota,Cystobasidiomycetes,Buckleyzymales,Buckleyzymaceae,Buckleyzyma,Buckleyzyma_armeniaca
ASV_1108,Fungi,Chlorophyta,Trebouxiophyceae,NA,NA,Pseudomarvania,Pseudomarvania_ampulliformis
ASV_1109,Fungi,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus_pedunculatus
ASV_1110,Fungi,Streptophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,Equisetum_arvense
ASV_1111,Fungi,NA,NA,NA,NA,NA,NA
ASV_1112,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Craspedia,Craspedia_sp._CHR514290
ASV_1113,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_oregonensis
ASV_1114,Fungi,NA,NA,NA,NA,NA,NA
ASV_1115,Fungi,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,Diaporthales_sp.
ASV_1116,Fungi,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cercis,Cercis_siliquastrum
ASV_1117,Fungi,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,Trebouxia_sp.
ASV_1118,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_chlamydocopiosa
ASV_1119,Fungi,NA,NA,NA,NA,NA,NA
ASV_1120,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea_millefolium
ASV_1121,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces_chartarum
ASV_1122,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,NA
ASV_1123,Fungi,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus_pedunculatus
ASV_1124,Fungi,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron_canadensis
